3057143900|3051633900|22|201910071342
3051633900|3057724329|2|201910121015
3057724329|3103416168|22|201810282140
3103416168|3176936124|17|201810122237
3176936124|3107176168|16|201910022215
3027161233|3167156124|16|201810231043
3107206096|3007131178|20|201810061631
3187126066|3027161233|10|201910061438
3027203137|3024873137|14|201810251633
3057131146|3026161146|20|201810191112
3117116188|3113376188|12|201810052216
3167146126|3186726126|5|201910021030
3057163780|3117116188|18|201910161745
3007184582|3167146126|10|201910021527
3117196007|3057163780|5|201910241319
3167156179|3007184582|16|201810052118
3017124257|3037144329|14|201910121143
3007162160|3107176168|18|201810151834
3107186158|3167156124|22|201910261948
3187196027|3007131178|2|201910251447
3037111201|3022111201|10|201910091257
3027121677|3035101677|24|201810121119
3117166072|3004806072|11|201910041912
3177156066|3006256066|13|201810172213
3057192724|3117166072|4|201910022025
3047131549|3177156066|8|201910261858
3107206101|3052696101|23|201910091917
3177176057|3015936057|12|201810241815
3037142016|3112302016|3|201810151318
3007113821|3167063821|24|201810281738
3107186068|3037142016|6|201810061530
3157146043|3007113821|8|201810061843
3007204728|3111904728|19|201810202250
3057144310|3155374310|24|201810271738
3117196022|3014276022|14|201810031515
3187186128|3056096128|19|201910072238
3027192321|3117196022|20|201810161747
3007151811|3187186128|6|201910291855
3117186143|3027192321|23|201810142038
3187156024|3007151811|17|201910271620
3027164794|3112164794|20|201810231758
3027172003|3156692003|2|201810292222
3107206019|3022426019|18|201910051217
3167156146|3027116146|9|201910031223
3037202985|3107206019|2|201910291834
3017113042|3167156146|13|201810131446
3107196079|3037202985|25|201810271411
3177206087|3017113042|24|201810201419
3007201070|3057144310|6|201810291521
3057194863|3117196022|8|201810262131
3117176160|3187186128|10|201910131917
3187136156|3027192321|24|201810011420
3017164148|3042504148|23|201810301350
3037114218|3056914218|2|201910121758
3107156055|3104166055|20|201910171556
3187156109|3166706109|9|201910051027
3047111791|3107156055|15|201910151139
3037133936|3187156109|23|201910261455
3117116114|3112306114|2|201910191538
3187146122|3155836122|18|201910091343
3037143122|3001383122|14|201910261244
3047204661|3055444661|16|201910262346
